,name,nickname,wins_x,losses_x,draws_x,height_x,weight,reach_x,stance,dOB,sig_strikes_landed_per_min,sig_striking_accuracy_%,sig_strike_absorbed_per_min,sig_strike_defense(%_of_sig_strikes_not_landed_by_opponent),takedown_average(average_takedown_landed_per_fifteen_min),takedown_accuracy_%,takedown_defense(%_of_opponent_takedown_not_landed),sub_average(average_subs_attempted_per_15_mins),wins_y,losses_y,draws_y,height_y,reach_y,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time,_merge
3588,Roxanne Modafferi,The Happy Warrior,25.0,21.0,0,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982",3.35,30%,5.7,51%,1.35,23%,30%,0.1,25.0,21.0,0.0,67.0,69.0,40.0,"Wilmington, United States",31%,668 of 2179,23%,3 of 77,3.35,1.35,51%,0.08,5.7,0.08,30%,14:14,both
3591,Roy Nelson,Big Country,22.0,14.0,0,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",2.18,36%,4.79,46%,1.14,27%,65%,0.1,23.0,14.0,0.0,72.0,72.0,46.0,"Las Vegas, United States",37%,486 of 1327,27%,16 of 62,2.18,1.14,47%,0.61,4.79,0.13,66%,10:37,both
3592,Roybert Echeverria,The Unbroken,7.0,1.0,0,"5' 5""",125 lbs.,"67""",Switch,"Aug 21, 1995",2.95,53%,2.52,57%,0.0,0%,71%,2.6,0.0,1.0,0.0,,,27.0,"Maturin, Venezuela",53%,34 of 64,0%,,2.95,0.0,57%,0.0,2.52,2.6,71%,11:31,both
3593,Royce Alger,13,3.0,2.0,0,"5' 10""",199 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,,United States,,,47%,4 of 15,,,,,,,,,both
3594,Royce Gracie,278,15.0,2.0,3,"6' 1""",175 lbs.,--,Southpaw,"Dec 12, 1966",0.88,41%,1.13,37%,0.0,0%,66%,0.8,13.0,2.0,2.0,73.0,,56.0,"Rio de Janeiro, Brazil",41%,35 of 85,0%,,0.88,0.0,38%,0.0,1.13,0.76,67%,10:30,both
3596,Royston Wee,821,4.0,1.0,0,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986",1.1,60%,2.45,49%,3.38,81%,0%,0.0,4.0,1.0,0.0,67.0,67.0,36.0,Singapore,60%,44 of 73,82%,,1.1,3.38,50%,0.0,2.45,0.0,,13:20,both
3597,Ruan Potts,Fangzz,11.0,6.0,0,"6' 2""",247 lbs.,"75""",Orthodox,"Feb 23, 1978",0.85,37%,5.92,22%,0.75,16%,33%,2.3,8.0,4.0,0.0,74.0,75.0,45.0,South Africa,38%,17 of 45,17%,,0.85,0.75,23%,0.0,5.92,2.26,33%,06:38,both
3602,Rudyard Moncayo,515,0.0,3.0,0,"5' 10""",195 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,,"Santa Ana, United States",,,17%,1 of 6,,,,,,,,,both
3605,Ruslan Magomedov,Leopard,14.0,1.0,0,"6' 3""",242 lbs.,"78""",Orthodox,"Nov 26, 1986",4.02,47%,1.47,66%,0.33,100%,88%,0.0,14.0,1.0,0.0,75.0,78.0,36.0,"Dagestan Republic, Russia",48%,181 of 378,100%,1 of 1,4.02,0.33,66%,0.33,1.47,0.0,89%,15:00,both
3606,Russell Doane,178,15.0,8.0,0,"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986",1.75,40%,1.68,53%,2.11,45%,52%,0.8,15.0,8.0,0.0,67.0,70.5,36.0,United States,41%,137 of 335,46%,11 of 24,1.75,2.11,54%,0.38,1.68,0.77,53%,09:46,both
3608,Rustam Khabilov,Tiger,24.0,4.0,0,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",1.98,34%,2.16,65%,3.95,41%,61%,0.1,24.0,4.0,0.0,68.0,73.0,36.0,"Pech, Russia",34%,339 of 988,42%,35 of 108,1.98,3.95,66%,0.09,2.16,0.09,61%,13:09,both
3609,Ryan Bader,Darth,23.0,5.0,0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2.82,43%,1.39,71%,3.37,44%,80%,0.4,22.0,5.0,0.0,74.0,74.0,40.0,United States,43%,577 of 1332,44%,,2.82,3.37,72%,0.51,1.39,0.44,81%,10:14,both
3611,Ryan Benoit,Baby Face,10.0,8.0,0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",2.88,39%,3.65,58%,0.28,22%,72%,0.4,10.0,8.0,0.0,65.0,68.5,33.0,"San Diego, United States",39%,306 of 782,22%,1 of 9,2.88,0.28,58%,0.71,3.65,0.42,72%,11:49,both
3612,Ryan Couture,141,11.0,5.0,0,"5' 10""",155 lbs.,"73""",Orthodox,"Aug 27, 1982",3.54,45%,2.87,54%,1.55,29%,46%,1.3,6.0,3.0,0.0,70.0,75.0,40.0,"Seattle, United States",32%,74 of 232,8%,,3.12,0.63,55%,0.0,14.02,0.0,47%,11:53,both
3618,Ryan Janes,343,10.0,3.0,0,"6' 3""",185 lbs.,"76""",Orthodox,"Aug 22, 1981",7.69,48%,5.53,59%,0.35,100%,58%,0.0,10.0,3.0,0.0,75.0,76.5,41.0,"Grand Falls-Windsor, Canada",48%,327 of 678,100%,1 of 1,7.69,0.35,59%,0.0,5.53,0.0,58%,10:38,both
3619,Ryan Jensen,350,21.0,8.0,0,"6' 1""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",2.84,39%,2.99,59%,1.55,50%,31%,1.9,16.0,7.0,0.0,73.0,,45.0,"Omaha, United States",40%,100 of 248,50%,,2.94,1.76,59%,0.44,3.41,2.2,31%,04:15,both
3620,Ryan Jimmo,The Big Deal,19.0,5.0,0,"6' 1""",205 lbs.,"73""",Orthodox,"Nov 27, 1981",3.12,66%,2.77,46%,0.45,28%,87%,0.0,19.0,5.0,0.0,74.0,73.0,41.0,United States,66%,207 of 313,29%,,3.12,0.45,47%,0.9,2.77,0.0,88%,09:29,both
3622,Ryan LaFlare,408,14.0,3.0,0,"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983",2.89,40%,1.86,63%,2.13,44%,58%,0.2,13.0,3.0,0.0,73.0,74.0,39.0,United States,40%,427 of 1064,45%,21 of 47,2.89,2.13,63%,0.2,1.86,0.2,59%,14:47,both
3624,Ryan MacDonald,Main Event,10.0,2.0,0,"5' 11""",135 lbs.,"71""",Switch,"Mar 18, 1993",2.28,29%,6.49,45%,0.0,0%,0%,0.0,10.0,2.0,0.0,71.0,71.0,30.0,"North Platte, United States",29%,45 of 155,0%,,2.28,0.0,46%,0.0,6.49,0.0,,09:52,both
3625,Ryan Madigan,The Lion,5.0,3.0,0,"6' 0""",170 lbs.,--,Orthodox,--,0.0,0%,3.35,47%,0.0,0%,0%,0.0,5.0,1.0,0.0,72.0,,,"Orrville, United States",0%,0 of 2,,,0.0,0.0,48%,0.0,3.35,0.0,,03:35,both
3629,Ryan Parker,581,0.0,1.0,0,"6' 3""",235 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,,"Moorehead, United States",,,27%,,,,,,,,,,both
3632,Ryan Spann,Superman,21.0,10.0,0,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.25,40%,3.89,44%,1.34,35%,47%,1.5,21.0,10.0,0.0,77.0,79.0,32.0,"Memphis, United States",41%,254 of 627,35%,,3.25,1.34,44%,1.15,3.89,1.54,48%,05:35,both
3634,Ryan Thomas,The Tank Engine,20.0,8.0,0,"6' 0""",170 lbs.,--,Orthodox,"Nov 05, 1984",2.01,36%,4.17,30%,5.59,33%,0%,2.2,13.0,3.0,0.0,72.0,,38.0,"Danville, United States",36%,27 of 75,33%,,2.01,5.59,31%,0.0,4.17,2.24,,06:43,both
3636,Ryo Chonan,Piranah,22.0,13.0,0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 08, 1976",2.57,43%,2.25,60%,0.61,41%,39%,0.3,15.0,10.0,0.0,69.0,,46.0,"Yamagata City, Japan",38%,152 of 401,50%,,2.53,0.5,61%,0.0,6.48,0.0,39%,15:00,both
3642,Sabah Homasi,The Problem,11.0,8.0,0,"6' 0""",170 lbs.,"72""",Orthodox,"Oct 19, 1988",4.98,48%,6.91,47%,2.8,50%,66%,0.0,11.0,8.0,0.0,72.0,72.0,34.0,"New Brunswick, United States",48%,80 of 165,50%,3 of 6,4.98,2.8,48%,0.0,6.91,0.0,67%,05:58,both
3643,Sabina Mazo,Colombian Queen,9.0,4.0,0,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997",6.1,43%,4.35,57%,0.65,80%,59%,0.2,9.0,4.0,0.0,67.0,70.0,26.0,"Medellin, Colombia",44%,562 of 1285,80%,,6.1,0.65,57%,0.16,4.35,0.16,59%,13:09,both
3644,Saeed Hosseini,327,0.0,1.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,,United States,,,0%,,,,,,,,,,both
3645,Sage Northcutt,Super,11.0,2.0,0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996",3.58,52%,1.96,58%,1.81,34%,41%,0.6,11.0,2.0,0.0,72.0,71.5,27.0,"Houston, United States",52%,267 of 510,35%,9 of 26,3.58,1.81,59%,0.4,1.96,0.6,42%,09:20,both
3647,Said Nurmagomedov,555,18.0,3.0,0,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",3.55,47%,2.13,57%,1.01,16%,66%,1.4,18.0,3.0,0.0,68.0,70.0,31.0,"Dagestan Republic, Russia",48%,263 of 550,17%,1 of 30,3.55,1.01,57%,0.2,2.13,1.42,67%,08:14,both
3648,Saidyokub Kakhramonov,366,10.0,3.0,0,"5' 8""",135 lbs.,"69""",Orthodox,"Nov 14, 1995",2.05,51%,0.88,58%,6.63,48%,83%,1.9,10.0,3.0,0.0,68.0,69.0,27.0,Uzbekistan,51%,79 of 154,49%,2 of 35,2.05,6.63,59%,0.0,0.88,1.95,83%,12:50,both
3649,Saimon Oliveira,560,18.0,5.0,0,"5' 4""",135 lbs.,"72""",Orthodox,"Apr 21, 1991",2.82,41%,3.91,48%,1.21,25%,35%,1.6,18.0,5.0,0.0,64.0,72.0,32.0,"Cocal do Sul, Brazil",41%,105 of 255,25%,,2.82,1.21,48%,0.0,3.91,1.61,35%,12:26,both
3650,Sako Chivitchian,The Psycho,8.0,1.0,0,"5' 11""",155 lbs.,--,Orthodox,"Mar 11, 1984",2.4,27%,4.8,46%,0.0,0%,100%,0.0,5.0,1.0,0.0,71.0,,,Armenia,27%,36 of 132,0%,,2.4,0.0,47%,0.0,4.8,0.0,100%,15:00,both
3651,Salim Touahri,Grizzly,10.0,4.0,0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989",2.6,46%,2.87,58%,0.0,0%,83%,0.0,10.0,4.0,0.0,70.0,72.0,33.0,"Krakow, Poland",47%,117 of 249,0%,,2.6,0.0,58%,0.0,2.87,0.0,83%,15:00,both
3654,Sam Adkins,The Experience,7.0,20.0,2,"6' 3""",225 lbs.,--,Orthodox,"Apr 26, 1965",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,72.0,,58.0,United States,,,14%,,,,,,,,,,both
3655,Sam Alvey,SmileN,33.0,18.0,1 (1 NC),"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986",3.28,44%,3.63,52%,0.06,14%,82%,0.1,33.0,18.0,1.0,74.0,75.5,37.0,"Milwaukee, United States",45%,758 of 1703,14%,1 of 7,3.28,0.06,53%,0.45,3.63,0.06,82%,09:38,both
3656,Sam Fulton,243,0.0,2.0,0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,,United States,,,33%,,,,,,,,,,both
3658,Sam Hoger,The Alaskan Assassin,10.0,4.0,0,"6' 2""",205 lbs.,--,Orthodox,"Jun 28, 1980",1.07,25%,2.25,57%,1.12,38%,29%,1.3,6.0,3.0,0.0,75.0,,42.0,"Eagle River, United States",25%,72 of 288,38%,,1.07,1.12,57%,0.22,2.25,1.34,29%,13:25,both
3659,Sam Hughes,Sampage,8.0,6.0,0,"5' 5""",115 lbs.,"64""",Orthodox,"Jun 28, 1992",4.03,45%,4.51,56%,0.96,30%,57%,0.0,8.0,6.0,0.0,65.0,64.0,31.0,"Davenport, United States",46%,439 of 959,30%,,4.03,0.96,57%,0.0,4.51,0.0,58%,13:37,both
3662,Sam Patterson,587,11.0,2.0,1,"6' 3""",155 lbs.,"78""",Orthodox,"Apr 30, 1996",2.54,38%,3.41,49%,1.19,100%,33%,3.6,11.0,2.0,1.0,75.0,78.0,27.0,"Watford, United Kingdom",39%,32 of 83,100%,,2.54,1.19,49%,0.0,3.41,3.57,33%,04:12,both
3663,Sam Sicilia,715,15.0,8.0,0,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986",2.46,33%,3.55,59%,1.45,43%,70%,0.9,15.0,8.0,0.0,68.0,67.0,37.0,"Spokane, United States",34%,255 of 761,43%,,2.46,1.45,59%,0.14,3.55,0.87,70%,08:39,both
3665,Sam Stout,Hands of Stone,20.0,12.0,1,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1,21.0,12.0,1.0,69.0,70.0,39.0,United States,29%,995 of 3444,38%,,4.17,0.63,57%,0.19,4.08,0.13,78%,11:55,both
3667,Samandar Murodov,534,8.0,0.0,0,"6' 1""",170 lbs.,"75""",Orthodox,"Aug 28, 1999",3.41,80%,0.8,0%,3.01,100%,0%,3.0,1.0,0.0,0.0,,,23.0,"Dushanbe, Tajikistan",81%,17 of 21,100%,,3.41,3.01,,0.0,0.8,3.01,,04:59,both
3668,Sammy Morgan,The Squeeze,18.0,12.0,0,"5' 10""",170 lbs.,--,Orthodox,"Sep 28, 1981",1.05,22%,3.74,40%,1.43,20%,0%,0.5,18.0,7.0,0.0,71.0,,41.0,"Minneapolis, United States",20%,9 of 46,0%,,0.59,0.0,40%,0.0,7.69,0.98,,07:41,both
3669,Samy Schiavo,The Dog,10.0,6.0,0,"5' 8""",155 lbs.,--,Orthodox,"Dec 24, 1975",1.68,34%,2.62,38%,0.94,50%,66%,0.9,10.0,6.0,0.0,67.0,,47.0,"Avignon, France",35%,27 of 78,50%,,1.68,0.94,38%,0.0,2.62,0.94,67%,08:01,both
3671,Sandra Lavado,Peruvian Zombie,10.0,3.0,0,"5' 7""",115 lbs.,"66""",Orthodox,"May 03, 1994",0.87,37%,2.67,34%,0.0,0%,33%,0.0,0.0,1.0,0.0,,,29.0,,37%,13 of 35,0%,,0.87,0.0,34%,0.0,2.67,0.0,33%,15:00,both
3677,Sangwook Kim,Frogman,9.0,3.0,0,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 17, 1993",5.57,51%,7.94,48%,1.65,18%,66%,0.8,1.0,1.0,0.0,,,29.0,South Korea,47%,7 of 15,0%,,2.23,0.0,59%,0.0,3.83,4.79,67%,09:04,both
3678,Santiago Ponzinibbio,Argentine Dagger,30.0,7.0,0,"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986",4.9,41%,4.67,61%,0.48,30%,60%,0.0,30.0,7.0,0.0,72.0,73.0,36.0,Argentina,42%,917 of 2202,30%,4 of 20,4.9,0.48,62%,0.8,4.67,0.0,61%,11:01,both
3679,Santo Curatolo,148,6.0,2.0,0,"5' 3""",125 lbs.,"62""",Southpaw,"Jan 18, 1995",1.4,39%,6.07,34%,2.0,33%,100%,0.0,0.0,1.0,0.0,63.0,62.5,28.0,United States,40%,21 of 53,33%,,1.4,2.0,34%,0.0,6.07,0.0,100%,15:00,both
3680,Saparbeg Safarov,668,9.0,3.0,0,"6' 1""",185 lbs.,"78""",Orthodox,"Oct 14, 1986",4.03,48%,2.96,47%,2.52,41%,33%,0.0,9.0,3.0,0.0,73.0,78.0,36.0,Russia,48%,120 of 249,42%,2 of 12,4.03,2.52,48%,0.0,2.96,0.0,33%,07:27,both
3681,Sara McMann,488,13.0,6.0,0,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",2.26,46%,1.92,47%,4.38,65%,50%,0.5,13.0,6.0,0.0,66.0,66.0,42.0,"Takoma Park, United States",46%,410 of 885,65%,,2.26,4.38,48%,0.08,1.92,0.5,50%,10:41,both
3682,Sarah Alpar,Too Sweet,9.0,6.0,0,"5' 4""",135 lbs.,"63""",Southpaw,"Jun 01, 1991",2.36,44%,6.06,38%,1.61,26%,20%,0.4,9.0,6.0,0.0,64.0,63.0,32.0,"Amarillo, United States",44%,88 of 200,27%,,2.36,1.61,38%,0.0,6.06,0.4,20%,12:25,both
3684,Sarah Frota,A Treta,9.0,2.0,0,"5' 6""",125 lbs.,"69""",Southpaw,"Apr 14, 1987",4.52,52%,2.57,55%,0.0,0%,53%,0.0,9.0,2.0,0.0,66.5,69.0,36.0,Brazil,53%,125 of 237,0%,,4.52,0.0,56%,0.54,2.57,0.0,54%,09:13,both
3685,Sarah Kaufman,373,18.0,4.0,0 (1 NC),"5' 5""",135 lbs.,"66""",Orthodox,"Sep 20, 1985",6.65,46%,4.0,62%,0.38,57%,81%,0.0,17.0,4.0,0.0,65.0,67.0,37.0,"Victoria, Canada",46%,1062 of 2297,57%,,6.65,0.38,63%,0.0,4.0,0.0,81%,13:19,both
3686,Sarah Moras,Cheesecake,6.0,8.0,0,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 30, 1988",2.28,34%,3.58,50%,0.67,21%,33%,0.8,6.0,8.0,0.0,66.0,67.0,35.0,"Sechelt, Canada",34%,257 of 749,22%,3 of 23,2.28,0.67,50%,0.0,3.58,0.8,33%,12:31,both
3688,Sasha Palatnikov,576,6.0,4.0,0,"6' 1""",170 lbs.,"72""",Switch,"Mar 15, 1989",6.69,53%,5.44,52%,0.72,100%,70%,0.0,6.0,4.0,0.0,73.0,72.5,32.0,,53%,139 of 262,100%,,6.69,0.72,52%,0.0,5.44,0.0,71%,06:55,both
3690,Satoshi Honma,321,4.0,6.0,3,"6' 1""",205 lbs.,--,Orthodox,"May 19, 1968",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,55.0,Japan,40%,53 of 134,,,,,,,,,,,both
3694,Scott Adams,2,8.0,1.0,0,"6' 0""",225 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,6.0,0.0,0.0,72.0,,,"San Luis Obispo, United States",,,0%,,,,,,,,,,both
3695,Scott Askham,44,14.0,4.0,0,"6' 3""",185 lbs.,"75""",Southpaw,"May 20, 1988",3.03,46%,3.52,52%,0.44,18%,65%,0.7,14.0,4.0,0.0,75.0,75.0,35.0,"Pontefract, United Kingdom",46%,205 of 444,18%,,3.03,0.44,52%,0.89,3.52,0.67,65%,11:16,both
3696,Scott Baker,54,1.0,1.0,0,"6' 0""",210 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,,United States,,,33%,,,,,,,,,,both
3697,Scott Bessac,69,4.0,6.0,0,"6' 4""",245 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,,United States,,,29%,,,,,,,,,,both
3701,Scott Ferrozzo,The Pitbull,4.0,2.0,0,"5' 11""",323 lbs.,--,Orthodox,"Apr 26, 1965",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,58.0,"Shakopee, United States",,,22%,1 of 27,,,,,,,,,both
3706,Scott Holtzman,Hot Sauce,14.0,6.0,0,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",4.32,47%,3.66,55%,1.88,56%,67%,0.2,14.0,6.0,0.0,69.0,69.0,39.0,"Knoxville, United States",48%,723 of 1511,57%,18 of 37,4.32,1.88,55%,0.36,3.66,0.18,67%,12:52,both
3707,Scott Jorgensen,Young Guns,15.0,12.0,0,"5' 5""",135 lbs.,"66""",Orthodox,"Sep 17, 1982",3.37,40%,3.41,65%,2.61,45%,59%,0.7,15.0,12.0,0.0,65.0,66.0,40.0,United States,40%,833 of 2062,46%,,3.37,2.61,65%,0.36,3.41,0.73,60%,11:15,both
3708,Scott Junk,364,8.0,3.0,1 (1 NC),"6' 1""",265 lbs.,--,Orthodox,"Dec 17, 1978",5.13,60%,1.81,45%,0.0,0%,0%,0.0,6.0,2.0,0.0,73.0,,44.0,"Kailua, United States",61%,17 of 28,,,5.13,0.0,45%,0.0,1.81,0.0,,03:19,both
3710,Scott McAfee,The Alaskan Hammer,14.0,7.0,0,"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983",0.0,0%,1.33,50%,0.0,0%,0%,0.0,6.0,0.0,0.0,68.0,,39.0,"Fairbanks, United States",,,80%,,0.0,0.0,50%,0.0,1.33,0.0,,02:15,both
3712,Scott Morris,523,2.0,1.0,0,"5' 10""",210 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,0.0,,,"Arlington, United States",,,0%,,,,,,,,,,both
3715,Scott Smith,Hands of Steel,18.0,11.0,0 (1 NC),"6' 0""",185 lbs.,"70""",Orthodox,"May 21, 1979",1.9,27%,5.87,50%,0.12,6%,58%,0.5,0.0,0.0,0.0,72.0,,44.0,"Reno, United States",34%,66 of 195,0%,,1.94,0.0,50%,0.88,20.87,0.88,58%,08:30,both
3717,Sean Alvarez,21,4.0,3.0,0,"6' 0""",235 lbs.,--,Orthodox,"Jul 14, 1971",0.89,37%,3.25,47%,0.0,0%,0%,0.0,4.0,3.0,0.0,72.0,,51.0,"New York City, United States",38%,6 of 16,0%,,0.89,0.0,48%,0.0,3.25,0.0,,06:46,both
3719,Sean Brady,88,16.0,1.0,0,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",3.77,53%,3.55,61%,3.29,57%,87%,1.2,16.0,1.0,0.0,70.0,72.0,31.0,"Philadelphia, United States",53%,327 of 613,58%,2 of 33,3.77,3.29,61%,0.17,3.55,1.21,88%,12:24,both
3722,Sean Gannon,The Cannon,2.0,1.0,0,"6' 3""",265 lbs.,--,Southpaw,--,0.0,0%,6.38,28%,0.0,0%,50%,0.0,1.0,1.0,0.0,75.0,,,"Boston, United States",0%,0 of 3,,,0.0,0.0,29%,0.0,6.38,0.0,50%,04:14,both
3724,Sean Lally,The Unpredictable One,7.0,3.0,0,"6' 0""",170 lbs.,--,Orthodox,"Nov 04, 1990",5.34,39%,7.23,30%,0.0,0%,0%,0.0,8.0,4.0,0.0,72.0,74.5,32.0,"Falmouth, United States",39%,62 of 158,,,5.34,0.0,30%,0.0,7.23,0.0,,11:37,both
3725,Sean Loeffler,The Destroyer,31.0,5.0,0,"6' 3""",185 lbs.,--,Orthodox,"May 23, 1982",0.0,0%,0.0,0%,0.0,0%,0%,0.0,25.0,5.0,0.0,75.0,,41.0,United States,,,40%,,,,,,,,,00:00,both
3726,Sean McCorkle,Big Sexy,17.0,7.0,0,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976",0.85,44%,2.48,52%,2.12,40%,33%,4.2,10.0,2.0,0.0,79.0,,46.0,"Indianapolis, United States",44%,12 of 27,40%,,0.85,2.12,52%,0.0,2.48,4.25,33%,04:43,both
3728,Sean OConnell,The Real OC,17.0,9.0,0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983",5.46,48%,6.77,45%,0.0,0%,30%,0.5,17.0,9.0,0.0,73.0,74.0,39.0,"Saint Paul, United States",49%,304 of 624,0%,,5.46,0.0,45%,0.81,6.77,0.54,30%,07:57,both
3730,Sean OMalley,Suga,18.0,1.0,0 (1 NC),"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",7.63,61%,3.52,62%,0.35,42%,62%,0.3,18.0,1.0,0.0,71.0,72.0,29.0,"Helena, United States",62%,991 of 1601,43%,3 of 7,7.63,0.35,62%,0.92,3.52,0.35,63%,10:00,both
3731,Sean Pierson,The Punisher,14.0,6.0,0,"6' 0""",170 lbs.,"76""",Southpaw,"Mar 10, 1976",3.84,39%,3.73,64%,0.39,18%,66%,0.4,14.0,6.0,0.0,72.0,76.0,47.0,Canada,40%,298 of 748,18%,,3.84,0.39,65%,0.19,3.73,0.39,67%,12:57,both
3732,Sean Salmon,675,18.0,21.0,0,"5' 10""",185 lbs.,--,Southpaw,"Sep 11, 1977",1.49,33%,2.03,65%,4.06,50%,0%,0.0,9.0,3.0,0.0,70.0,,45.0,"Milwaukee, United States",38%,11 of 29,50%,,1.58,4.3,65%,0.0,2.15,0.0,,03:30,both
3733,Sean Santella,Shorty Rock,17.0,6.0,1 (1 NC),"5' 5""",125 lbs.,--,,"Oct 25, 1984",0.0,0%,0.0,0%,0.0,0%,0%,0.0,0.0,0.0,0.0,64.0,,38.0,"Dover, United States",,,0%,,,,,,,,,,both
3734,Sean Sherk,The Muscle Shark,36.0,4.0,1,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4,38.0,4.0,1.0,66.0,,49.0,United States,35%,438 of 1239,47%,,2.17,4.09,55%,0.0,2.71,0.37,57%,15:32,both
3735,Sean Soriano,738,14.0,8.0,0,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989",3.18,61%,2.14,56%,1.33,55%,52%,0.0,14.0,8.0,0.0,69.0,70.0,33.0,"Providence, United States",62%,180 of 292,56%,,3.18,1.33,56%,0.0,2.14,0.0,53%,11:18,both
3736,Sean Spencer,Black Magic,12.0,6.0,0,"5' 10""",170 lbs.,"74""",Orthodox,"Jun 25, 1987",4.24,32%,4.02,60%,0.14,33%,68%,0.0,12.0,6.0,0.0,70.0,75.0,35.0,"Bluefield, United States",32%,456 of 1406,33%,,4.24,0.14,61%,0.42,4.02,0.0,69%,13:26,both
3737,Sean Strickland,752,28.0,6.0,0,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.91,41%,4.33,62%,0.85,64%,77%,0.2,28.0,6.0,0.0,73.0,76.0,33.0,United States,42%,1887 of 4499,64%,11 of 28,5.91,0.85,63%,0.28,4.33,0.19,77%,15:12,both
3739,Sean Woodson,The Sniper,11.0,1.0,1,"6' 2""",145 lbs.,"78""",Orthodox,"Jun 07, 1992",5.4,46%,4.0,58%,0.76,62%,84%,0.5,11.0,1.0,1.0,74.5,78.0,31.0,"St. Louis, United States",47%,535 of 1147,63%,,5.4,0.76,58%,0.45,4.0,0.45,84%,12:23,both
3740,Sedriques Dumas,The Reaper,9.0,2.0,0,"6' 2""",185 lbs.,"79""",Orthodox,"Aug 06, 1995",1.76,45%,2.14,57%,0.71,50%,40%,0.4,9.0,2.0,0.0,74.0,79.0,28.0,"Pensacola, United States",45%,74 of 164,50%,,1.76,0.71,58%,0.0,2.14,0.36,40%,08:25,both
3742,Semmy Schilt,Hightower,26.0,14.0,1,"6' 10""",265 lbs.,--,Orthodox,"Oct 27, 1973",1.2,50%,1.31,53%,0.0,0%,47%,1.1,26.0,9.0,1.0,83.0,,,Netherlands,59%,16 of 27,,,1.48,0.0,54%,2.77,8.6,0.0,47%,05:25,both
