name,wins,losses,draws,height,reach,age,nation,sig_str_accuracy,sig_str_totals,takedown_accuracy,takedown_totals,sig_str_per_minute,takedown_avg_per_fifteen,sig_str_defense,knockdown_avg,sig_str_absorbed_per_min,submission_avg_per_fifteen,takedown_defense,avg_fight_time
Stefan Sekulic,12,4,0,72.00,75.50,31,"Vrsac, Serbia",50%,55 of 110,33%,1 of 12,1.83,2.00,65%,0.00,2.83,0.50,25%,15:00
Pete Sell,8,6,0,71.00,,40,"Bayshore, United States",42%,171 of 403,21%,,2.60,0.91,52%,0.23,3.65,0.91,48%,09:23
Matthew Semelsberger,11,6,0,73.00,75.00,30,"Rockville, United States",43%,419 of 968,58%,3 of 12,4.06,1.02,55%,1.45,4.36,0.15,50%,11:27
Andrei Semenov,21,3,0,72.00,,45,Russia,13%,10 of 75,50%,,0.51,0.77,61%,0.77,4.32,0.77,56%,09:44
Mackens Semerzier,8,4,0,69.00,,42,United States,45%,163 of 362,50%,,2.91,2.14,47%,0.00,3.48,2.14,50%,08:01
YeDam Seo,0,1,0,,,31,"Cheongju-si, South Korea",16%,5 of 32,0%,,0.33,0.00,55%,0.00,2.27,0.00,,15:00
Ivan Serati,10,3,0,73.00,,,"Monza, Italy",27%,3 of 11,0%,,1.48,0.00,30%,0.00,15.25,0.00,,02:02
Alex Serdyukov,12,5,0,74.00,,43,United States,48%,201 of 416,56%,,4.94,1.84,46%,0.00,3.10,1.84,68%,06:47
Matt Serra,17,7,0,66.00,,49,"East Meadow, United States",40%,333 of 837,21%,,1.98,2.05,47%,0.45,2.64,0.89,39%,12:02
Nick Serra,0,0,0,0.00,,45,"East Meadow, United States",0%,0 of 8,10%,,0.00,1.00,43%,0.00,1.73,2.00,,15:00
Fredy Serrano,3,2,0,63.00,65.00,43,"Bogota, Colombia",27%,67 of 250,25%,,1.58,2.84,62%,0.35,1.89,0.00,85%,10:35
Adrian Serrano,0,0,0,0.00,,59,United States,,,25%,,,,,,,,,
Dan Severn,70,13,7,0.00,,65,"Coldwater, United States",,,25%,,,,,,,,,00:00
Rosi Sexton,13,4,0,63.00,63.00,46,France,40%,132 of 332,10%,,3.31,0.75,41%,0.00,7.42,0.00,80%,13:18
Edmen Shahbazyan,12,4,0,74.00,75.00,25,"Los Angeles, United States",51%,263 of 512,39%,8 of 28,3.46,2.17,44%,0.79,4.13,0.59,63%,07:36
Leon Shahbazyan,7,1,0,76.00,77.00,27,"Glendale, United States",52%,65 of 124,50%,,6.33,1.46,32%,1.46,8.18,0.00,,10:16
Don Shainis,12,5,0,66.00,67.00,32,"New Haven, United States",50%,53 of 105,25%,,3.42,0.97,31%,0.00,5.87,1.94,20%,07:45
Liliya Shakirova,8,2,0,,,31,,31%,23 of 75,0%,,2.70,0.00,74%,0.00,2.58,0.00,,08:31
Kamal Shalorus,7,3,2,68.00,,45,Iran,32%,222 of 685,50%,,3.06,2.07,70%,0.62,2.99,0.00,81%,10:21
Ken Shamrock,26,11,2,73.00,,59,United States,47%,70 of 149,60%,,1.47,0.94,40%,0.31,4.30,2.52,44%,05:33
Frank Shamrock,0,0,0,70.00,,50,"Santa Monica, United States",53%,201 of 376,50%,,4.75,0.35,58%,0.71,4.66,1.06,38%,07:03
Eric Shelton,12,6,0,66.00,68.00,32,"Lawton, United States",43%,231 of 543,52%,10 of 33,2.57,2.83,64%,0.00,1.88,0.17,46%,15:00
Sean Sherk,38,4,1,66.00,,49,United States,35%,438 of 1239,47%,,2.17,4.09,55%,0.00,2.71,0.37,57%,15:32
Chase Sherman,16,12,0,76.00,78.00,33,"Biloxi, United States",45%,969 of 2131,50%,,6.04,0.09,52%,0.28,6.65,0.00,74%,10:41
Antonina Shevchenko,10,4,0,68.00,67.00,38,Kyrgyzstan,55%,401 of 725,43%,2 of 7,3.86,0.43,53%,0.00,2.93,0.43,54%,11:33
Valentina Shevchenko,23,4,1,65.00,67.00,35,"Bishkek, Kyrgyzstan",53%,942 of 1793,64%,12 of 77,3.28,2.56,63%,0.05,2.11,0.37,71%,17:57
Jake Shields,29,7,1,72.00,,44,"Summertown, United States",32%,349 of 1103,12%,,2.77,1.19,56%,0.00,3.50,0.12,36%,15:44
Henrique Shiguemoto,0,1,0,,,33,,33%,3 of 9,,,3.60,0.00,17%,0.00,6.00,0.00,50%,00:50
Shunichi Shimizu,28,9,10,65.00,66.00,38,Japan,33%,2 of 6,0%,,0.14,0.00,31%,0.00,4.68,0.00,,13:53
Wade Shipp,4,2,0,76.00,,48,"San Diego, United States",87%,20 of 23,,,4.29,0.00,,0.00,2.14,0.00,75%,04:40
Josh Shockley,11,4,0,73.00,74.00,,United States,33%,28 of 84,0%,,1.40,0.00,60%,0.00,1.75,0.75,62%,09:59
Liudvik Sholinian,9,4,0,70.00,71.00,33,Armenia,31%,75 of 244,0%,,2.50,0.00,56%,0.00,5.67,0.00,67%,15:00
Jack Shore,17,1,0,68.00,71.00,28,"Abergavenny, Wales, United Kingdom",59%,320 of 546,40%,4 of 47,3.84,3.42,58%,0.36,2.20,0.72,79%,11:54
Ivan Shtyrkov,16,0,1,72.00,,34,"Khabarovsk, Russia",,,40%,4 of 47,,,,,,,,00:00
Ronal Siahaan,0,1,0,,,27,Indonesia,,,40%,4 of 47,,,,,,,,00:00
Sam Sicilia,15,8,0,68.00,67.00,37,"Spokane, United States",34%,255 of 761,43%,,2.46,1.45,59%,0.14,3.55,0.87,70%,08:39
Serhiy Sidey,1,0,0,,,27,"Chernivtsi Oblast, Ukraine",35%,11 of 31,,,4.52,0.00,42%,6.16,4.52,0.00,,02:26
Steven Siler,23,13,0,71.00,70.00,36,United States,42%,305 of 734,21%,,3.21,0.47,55%,0.16,2.96,1.58,55%,10:33
Bruno Silva,13,5,2,64.00,65.00,33,"Piracicaba, Brazil",47%,178 of 379,30%,2 of 33,3.05,2.57,59%,1.29,3.09,0.26,64%,09:43
Claudio Silva,14,4,0,71.00,71.00,40,"Brasileiro, Brazil",42%,235 of 559,27%,7 of 67,2.48,2.85,46%,0.00,3.00,1.11,44%,11:50
Wagner Silva,3,3,0,72.00,71.00,36,Brazil,30%,33 of 111,0%,,1.69,0.00,66%,0.00,2.87,0.00,58%,09:46
Antonio Silva,19,10,0,76.00,80.00,43,"Brasilia, Brazil",46%,423 of 928,30%,,2.89,0.82,50%,0.82,3.09,0.82,67%,07:19
Erick Silva,19,9,0,71.00,74.00,38,"Vila Velha, Brazil",49%,265 of 544,35%,6 of 17,2.50,0.85,50%,0.42,4.18,1.41,57%,07:04
Felipe Silva,8,2,0,72.00,77.00,38,Brazil,50%,81 of 162,100%,1 of 1,5.40,1.00,59%,2.00,1.80,0.00,71%,05:00
Leandro Silva,19,4,1,69.00,72.00,37,"Sao Paulo, Brazil",49%,244 of 502,38%,,2.39,1.76,63%,0.00,2.08,0.44,66%,12:45
Jay Silva,5,3,0,74.00,,,"Rio de Janeiro, Brazil",35%,34 of 98,0%,,1.13,0.00,40%,0.00,3.07,1.00,38%,15:00
Anderson Silva,34,11,0,74.00,77.00,48,"State of Sao Paulo, Brazil",62%,1282 of 2084,78%,3 of 18,3.05,0.50,61%,0.86,2.05,0.79,69%,10:15
Assuerio Silva,32,4,0,73.00,,49,Brazil,48%,58 of 120,39%,,1.78,3.22,54%,0.00,6.52,0.00,25%,10:53
Wanderlei Silva,35,12,1,71.00,,46,"Curitiba, Brazil",32%,289 of 905,50%,,3.10,0.32,60%,1.29,7.65,0.16,63%,10:22
Janaina Silva,0,1,0,,,31,,0%,0 of 3,,,0.00,0.00,63%,0.00,1.50,0.00,,04:00
Gabriel Silva,7,2,0,64.00,71.00,28,"State of Espírito Santo, Brazil",35%,39 of 113,25%,1 of 12,1.30,1.50,46%,0.00,3.47,0.50,38%,15:00
Maria Silva,1,1,0,63.00,65.00,27,"Santana do Cariri, Brazil",58%,90 of 156,100%,,3.00,2.00,63%,0.00,1.13,0.50,56%,15:00
Erik Silva,9,2,0,69.00,71.00,36,"Caracas, Venezuela",72%,33 of 46,80%,3 of 5,2.17,3.94,40%,0.00,1.58,0.00,71%,07:37
Jansey Silva,0,1,0,,,28,,40%,2 of 5,,,0.46,0.00,33%,0.00,2.32,0.00,,04:19
Natalia Silva,16,5,1,64.00,65.00,26,"Timóteo, Brazil",49%,231 of 476,33%,2 of 6,5.20,0.68,66%,0.68,2.23,0.00,93%,11:06
Jacob Silva,0,2,0,,,35,"Houston, United States",45%,83 of 186,100%,,4.17,1.51,57%,0.00,4.92,0.00,67%,09:57
Karine Silva,17,4,0,65.00,67.00,29,"Dourados, Brazil",36%,62 of 174,60%,1 of 5,3.37,2.45,51%,0.82,3.37,4.08,,04:36
Mayra Bueno Silva,10,2,1,66.00,66.50,31,"Uberlândia, Brazil",55%,354 of 646,50%,,4.16,0.35,57%,0.00,4.71,1.59,69%,08:31
Bruno Silva,23,10,0,72.00,74.00,33,Brazil,52%,304 of 586,28%,2 of 18,4.43,1.09,43%,0.44,5.33,0.00,73%,08:35
Danny Silva,1,0,0,,,26,"Santa Ana, United States",64%,204 of 317,67%,,13.60,2.00,60%,1.00,13.13,0.00,100%,15:00
Jhonata Silva,0,1,0,,,27,,53%,37 of 70,,,4.86,0.00,44%,0.00,9.85,0.00,,07:37
Joaquim Silva,13,5,0,68.00,69.00,34,"Anápolis, Brazil",41%,365 of 883,60%,,3.61,0.45,54%,0.30,4.51,0.74,64%,10:06
Jean Silva,1,0,0,,,26,"Foz do Iguaçu, Brazil",49%,87 of 178,33%,,5.80,1.00,55%,0.00,4.73,0.00,100%,15:00
Douglas Silva de Andrade,29,5,0,67.00,68.50,37,"Castanhal , Brazil",39%,540 of 1390,46%,4 of 13,3.66,0.61,58%,0.61,3.99,0.20,71%,12:18
Elias Silverio,11,2,0,71.00,73.00,36,United States,50%,273 of 547,38%,,3.67,1.62,52%,0.20,2.97,0.20,86%,14:52
Jamey Simmons,7,4,0,66.00,70.00,30,"Fond du Lac, United States",22%,9 of 41,0%,,0.79,0.00,75%,0.00,1.92,0.00,50%,05:43
Ricky Simon,20,4,0,66.00,69.00,30,"Pendleton, United States",44%,456 of 1036,50%,9 of 118,3.01,5.84,63%,0.40,3.23,0.40,75%,12:38
Aaron Simpson,11,4,0,72.00,,48,United States,53%,457 of 867,35%,,3.60,3.78,56%,0.83,2.53,0.47,83%,10:35
Everett Sims,4,1,0,72.00,77.00,34,"Washington, United States",67%,10 of 15,,,0.81,0.00,31%,0.00,2.19,1.22,43%,12:20
Wes Sims,22,12,1,82.00,,43,"Cleveland, United States",68%,19 of 28,0%,,1.10,0.00,37%,0.00,3.30,2.61,40%,05:45
Tony Sims,12,4,0,71.00,70.00,37,United States,63%,38 of 60,50%,,1.81,0.71,66%,0.71,0.76,0.71,50%,07:00
Lodune Sincaid,0,0,0,68.00,,50,"St. Paul, United States",29%,10 of 34,,,3.05,0.00,50%,0.00,15.84,0.00,75%,03:17
Rory Singer,12,7,0,74.00,,47,"Brooklyn, United States",40%,97 of 245,25%,,2.55,0.39,64%,0.00,2.42,0.79,65%,09:31
Arjan Singh Bhullar,9,1,0,73.00,75.50,37,"Vancouver, Canada",57%,121 of 214,75%,3 of 8,2.33,1.73,59%,0.29,3.25,0.00,100%,13:00
Elvis Sinosic,8,11,2,75.00,,52,Australia,38%,55 of 145,0%,,1.13,0.00,53%,0.31,4.60,1.23,,06:57
Mitchell Sipe,4,1,0,74.00,,27,"Bakersfield, United States",57%,54 of 95,20%,,5.50,1.53,46%,0.00,9.98,0.00,,09:49
Gian Siqueira,0,1,0,,,28,"Pinhalzinho, Brazil",100%,4 of 4,,,0.80,0.00,19%,0.00,3.41,0.00,,04:59
Jeremia Siregar,0,1,0,,,31,"Lobutangga, Indonesia",42%,11 of 26,0%,,2.80,0.00,29%,0.00,7.37,0.00,75%,03:56
Dennis Siver,23,11,0,65.00,70.00,44,"Ohsk, Russia",32%,869 of 2678,33%,13 of 40,3.87,0.87,65%,0.47,2.67,0.33,65%,10:41
Chas Skelly,19,3,0,71.00,72.50,38,"Bedford, United States",41%,226 of 555,34%,10 of 38,2.01,1.74,49%,0.27,3.21,2.27,39%,09:21
Kimbo Slice,4,2,0,74.00,,49,Bahamas,50%,89 of 178,73%,,2.30,3.10,39%,1.55,3.41,1.16,36%,06:17
Joe Slick,0,0,0,0.00,,45,"Iowa City, United States",,,73%,,,,,,,,,
Cole Smith,7,2,0,71.00,67.00,34,"Vancouver, Canada",35%,80 of 226,33%,2 of 15,1.78,1.67,50%,0.00,1.96,1.67,45%,15:00
Maurice Smith,0,0,0,74.00,,61,"Seattle, United States",47%,7 of 15,50%,,0.41,0.89,60%,0.00,0.47,0.89,20%,08:27
Leslie Smith,10,7,1,69.00,66.00,40,"Santa Ana, United States",40%,477 of 1183,0%,,7.56,0.00,51%,0.48,8.41,0.00,63%,09:01
Trevor Smith,15,10,0,75.00,75.00,42,"Portland, United States",56%,551 of 986,32%,16 of 59,3.29,1.70,51%,0.18,3.31,0.72,61%,10:59
Colton Smith,6,4,0,72.00,,35,United States,42%,54 of 130,36%,,1.64,4.09,52%,0.45,2.30,1.36,25%,08:15
Gilbert Smith,5,2,0,69.00,74.00,41,United States,41%,14 of 34,60%,,1.09,3.51,35%,0.00,2.73,1.17,,12:49
Scott Smith,0,0,0,72.00,,44,"Reno, United States",34%,66 of 195,0%,,1.94,0.00,50%,0.88,20.87,0.88,58%,08:30
Patrick Smith,4,2,0,74.00,,59,"Denver, United States",,,0%,,,,,,,,,
Braxton Smith,5,2,0,71.00,,34,"Dothan, United States",48%,14 of 29,0%,,6.46,0.00,32%,0.00,11.54,0.00,100%,02:10
Michael Smith,,,,71.00,72.00,37,,,,0%,,,,,,,,,
Devonte Smith,11,4,0,69.00,76.00,29,"Garfield Heights, United States",53%,197 of 371,25%,,4.55,0.35,50%,1.04,3.91,0.35,86%,06:11
Nate Smith,0,1,0,,,28,"Chicago, United States",39%,17 of 44,,,1.28,0.00,36%,0.00,2.04,2.26,33%,13:15
Anthony Smith,37,19,0,76.00,76.00,35,"Corpus Christi, United States",49%,782 of 1601,27%,3 of 30,3.21,0.49,47%,0.43,4.47,0.62,49%,09:57
Dmitrii Smoliakov,9,3,0,74.00,74.00,40,Belarus,43%,20 of 47,0%,,1.44,0.00,56%,0.00,3.81,0.00,75%,04:38
Louis Smolka,17,9,0,69.00,68.50,31,"Honolulu, United States",47%,747 of 1575,35%,13 of 51,4.67,1.69,54%,0.19,4.11,1.78,32%,09:24
Cameron Smotherman,0,1,0,,,25,"Houston, United States",36%,4 of 11,,,4.00,0.00,35%,0.00,13.00,0.00,,01:00
Shimon Smotritsky,0,2,0,74.00,74.00,22,,35%,15 of 43,33%,,3.52,3.52,56%,3.52,8.67,0.00,50%,02:08
Richie Smullen,3,1,1,69.00,71.00,31,"Dublin, Ireland",78%,7 of 9,67%,2 of 3,1.98,8.49,65%,0.00,2.26,0.00,,03:32
Devin Smyth,0,0,0,,,27,"Lansing, United States",68%,39 of 57,27%,,2.60,4.00,25%,0.00,6.73,0.00,100%,15:00
Peter Sobotta,17,6,1,72.00,75.00,36,"Hindenburg, Poland",40%,251 of 625,32%,12 of 37,2.14,1.53,59%,0.51,2.90,0.51,78%,11:45
Renato Sobral,27,7,0,73.00,,47,Brazil,52%,162 of 310,67%,,2.01,2.97,58%,0.00,2.64,3.16,65%,08:04
Rameau Sokoudjou,5,3,0,72.00,,39,"Yaounde, Cameroon",41%,69 of 169,40%,,2.72,1.18,56%,0.59,7.17,1.18,79%,06:21
Alexander Soldatkin,0,1,0,,,30,,60%,12 of 20,50%,,1.16,1.45,26%,0.00,1.35,0.00,50%,10:20
Joe Solecki,13,4,0,69.00,70.50,30,"Wenonah, United States",56%,175 of 312,50%,4 of 28,2.21,2.65,52%,0.00,1.53,1.51,50%,09:55
Joe Son,0,0,0,0.00,,52,"Huntington Beach, United States",,,50%,4 of 28,,,,,,,,
Jin Soo Son,9,4,0,66.00,69.00,30,"Seoul, South Korea",36%,153 of 420,25%,1 of 12,5.10,1.50,52%,0.00,7.63,0.00,100%,15:00
Song Yadong,21,7,1,68.00,67.00,26,"Heilongjiang, China",43%,728 of 1698,58%,1 of 12,4.38,0.63,57%,0.63,3.73,0.18,74%,12:47
Emrah Sonmez,0,1,0,,,30,Turkey,47%,22 of 47,22%,,1.47,5.00,48%,0.00,1.73,0.00,,15:00
Chael Sonnen,29,14,1,73.00,74.00,46,"Milwaukie, United States",44%,565 of 1288,59%,,3.10,3.78,63%,0.00,1.12,0.41,67%,10:58
Emiliano Sordi,16,7,0,75.00,75.50,32,Argentina,51%,26 of 51,0%,,4.79,0.00,48%,0.00,4.79,8.28,100%,02:43
Sean Soriano,14,8,0,69.00,70.00,33,"Providence, United States",62%,180 of 292,56%,,3.18,1.33,56%,0.00,2.14,0.00,53%,11:18
Punahele Soriano,9,4,0,71.00,72.50,31,United States,45%,301 of 663,40%,,3.96,0.79,48%,0.99,4.55,0.00,33%,09:30
Dmitry Sosnovskiy,10,0,0,75.00,77.00,33,Russia,70%,28 of 40,67%,2 of 3,2.95,3.16,35%,0.00,2.53,3.16,100%,09:29
Ben Sosoli,0,1,0,72.00,72.50,33,Australia,31%,43 of 137,,,2.31,0.00,47%,0.00,4.30,0.00,,06:12
Krzysztof Soszynski,22,13,1,73.00,,45,"Stalowa Wola, Poland",41%,288 of 699,27%,,3.58,0.56,59%,0.19,3.37,1.12,72%,08:56
George Sotiropoulos,14,6,0,70.00,,45,"Geelong, Australia",27%,281 of 1050,31%,,2.68,2.43,68%,0.14,2.64,1.71,54%,09:33
Joe Soto,18,7,0,66.00,65.00,36,"Porterville, United States",42%,238 of 570,21%,4 of 19,3.36,0.85,67%,0.00,5.37,1.91,70%,08:51
Alex Soto,6,2,1,68.00,,39,Mexico,25%,47 of 186,30%,,2.95,2.82,59%,0.00,5.02,0.00,,07:58
Greg Soto,8,2,0,71.00,,37,United States,64%,97 of 152,27%,,3.21,1.49,53%,0.00,2.61,0.99,44%,10:05
Andre Soukhamthath,13,8,0,69.00,70.00,34,"Providence, United States",44%,266 of 604,53%,4 of 15,2.77,1.25,50%,0.94,4.31,0.16,59%,13:44
Mario Sousa,1,2,0,75.00,79.50,26,"Santa Luzia, Brazil",51%,81 of 159,25%,,2.82,0.52,28%,0.00,2.99,0.52,38%,09:35
Bobby Southworth,0,0,0,74.00,,53,"Santa Cruz, United States",25%,21 of 84,50%,,1.40,1.00,66%,0.00,5.20,0.00,65%,15:00
Livinha Souza,14,4,0,65.00,63.00,35,"Araraquara, Brazil",45%,114 of 253,46%,1 of 24,1.75,2.54,57%,0.00,3.60,1.38,40%,10:50
Ronaldo Souza,26,10,0,73.00,72.00,43,"Vila Velha, Brazil",47%,710 of 1508,39%,13 of 122,2.53,2.57,62%,0.27,2.83,1.34,58%,09:40
Kevin Souza,19,4,0,72.00,74.00,38,United States,45%,155 of 348,,,4.65,0.00,58%,0.90,2.91,0.00,50%,08:20
Ketlen Souza,13,4,0,63.00,63.00,28,"Manaus, Brazil",45%,155 of 348,,,0.00,0.00,70%,0.00,1.71,0.00,,01:45
Willian Souza,0,0,0,,,36,,45%,155 of 348,,,,,,,,,,00:00
Bruno Souza,10,3,0,70.00,70.00,27,"Recife, Brazil",40%,112 of 281,17%,,3.73,0.50,46%,0.00,5.30,0.00,60%,15:00
Chris Spang,5,2,0,74.00,,35,"Vaxjo, Sweden",9%,5 of 57,,,0.33,0.00,60%,0.00,4.33,0.00,50%,15:00
Andreas Spang,0,0,0,,,44,United States,9%,5 of 57,,,,,,,,,,
Ryan Spann,21,9,0,77.00,79.00,32,"Memphis, United States",41%,239 of 589,35%,,3.42,1.29,45%,1.29,3.91,1.50,48%,05:22
Tommy Speer,9,3,0,70.00,,38,"Elgin, United States",51%,19 of 37,33%,,2.56,2.02,36%,0.00,5.12,0.00,33%,02:28
Felicia Spencer,9,3,0,66.00,68.00,32,"Montreal, Canada",49%,245 of 502,19%,1 of 32,3.21,1.18,45%,0.00,4.54,0.20,27%,12:44
Sean Spencer,12,6,0,70.00,75.00,35,"Bluefield, United States",32%,456 of 1406,33%,,4.24,0.14,61%,0.42,4.02,0.00,69%,13:26
Eric Spicely,12,6,0,73.00,73.00,36,"Stoughton, United States",45%,170 of 376,20%,4 of 20,3.71,1.31,56%,0.00,5.72,0.98,75%,06:33
Daniel Spitz,6,3,0,79.00,82.00,32,"Spokane, United States",36%,105 of 292,67%,2 of 3,2.60,0.74,46%,0.00,5.30,0.00,,10:06
Serghei Spivac,16,3,0,75.00,78.00,28,Moldova,49%,315 of 637,64%,,3.54,4.56,50%,0.00,3.79,0.51,70%,08:05
Daniel Spohn,16,5,0,76.00,78.00,38,United States,49%,44 of 89,0%,,2.42,0.00,54%,0.00,1.60,2.48,29%,09:05
Pete Spratt,16,8,0,69.00,,52,"Denison, United States",58%,61 of 106,100%,,1.76,0.43,55%,0.00,1.93,0.43,46%,04:58
Austin Springer,10,4,0,68.00,71.50,36,"Kennewick, United States",58%,63 of 109,40%,,3.54,3.37,42%,0.00,3.15,0.84,100%,08:54
Georges St-Pierre,26,2,0,70.50,76.00,42,"Montreal, Canada",54%,1393 of 2598,74%,90 of 137,3.78,4.16,73%,0.37,1.40,1.10,84%,13:09
Andreas Stahl,9,2,0,71.00,73.00,35,"Orjan, Sweden",38%,55 of 145,67%,,2.83,1.55,58%,0.00,4.74,0.00,80%,09:43
Ron Stallings,13,8,0,72.00,75.00,40,"Durham, United States",61%,84 of 138,,,3.22,0.00,51%,0.00,3.26,0.00,71%,10:16
Cody Stamann,21,6,1,66.50,64.50,33,"Grand Rapids, United States",48%,704 of 1480,40%,15 of 63,4.39,2.34,63%,0.19,3.63,0.00,76%,12:21
Cristina Stanciu,5,2,0,64.00,64.00,29,"Bucharest, Romania",50%,44 of 88,100%,,2.50,0.85,52%,0.00,3.07,1.70,40%,08:48
Brian Stann,12,6,0,73.00,,42,United States,43%,426 of 1002,13%,,3.28,0.12,59%,1.04,2.65,0.35,61%,07:39
Joshua Stansbury,8,5,0,74.00,74.00,38,"East Liverpool, United States",55%,101 of 185,0%,,3.22,0.00,55%,0.00,3.54,0.96,88%,10:27
Dion Staring,0,0,0,73.00,,45,,,,0%,,,,,,,,,
Clifford Starks,8,2,0,72.00,,42,United States,33%,45 of 136,100%,,1.94,1.94,59%,0.00,2.49,0.00,60%,07:45
Kalib Starnes,10,4,1,75.00,,48,"Surrey, Canada",49%,139 of 286,33%,,2.71,1.46,53%,0.00,4.43,0.59,25%,10:15
Laureano Staropoli,9,5,0,73.00,71.50,30,"La Plata, Argentina",34%,298 of 876,26%,,3.31,0.83,54%,0.00,3.73,0.00,48%,15:00
Damian Stasiak,10,6,0,68.00,70.00,33,"Zgierz, Poland",36%,137 of 377,35%,13 of 37,1.86,2.64,53%,0.00,3.10,0.61,44%,12:19
Dominique Steele,14,9,0,72.00,74.00,35,"Cincinnati, United States",49%,165 of 336,42%,11 of 33,2.32,2.95,50%,0.63,2.42,0.00,76%,11:52
Ricky Steele,0,0,0,,,35,"Indio, United States",71%,61 of 86,0%,,4.07,0.00,50%,0.00,2.93,0.00,92%,15:00
Alex Steibling,0,0,0,0.00,,46,United States,45%,5 of 11,,,0.40,0.00,50%,0.00,7.55,1.19,60%,09:12
Steve Steinbeiss,4,4,0,75.00,,42,"Phoenix, United States",56%,133 of 239,50%,,3.92,0.44,49%,0.00,1.86,0.00,58%,11:19
Dmitrei Stepanov,0,0,0,0.00,,,United States,,,50%,,,,,,,,,
Jeremy Stephens,28,19,0,68.50,71.00,37,"Des Moines, United States",41%,1234 of 3017,38%,27 of 78,3.17,1.16,58%,0.69,3.05,0.39,65%,11:27
Aljamain Sterling,23,4,0,67.00,71.00,34,United States,52%,1186 of 2262,24%,21 of 136,4.73,1.97,58%,0.00,2.41,0.78,45%,13:12
Maia Stevenson,6,5,0,64.00,62.50,41,"San Diego, United States",55%,6 of 11,100%,1 of 1,1.57,3.91,33%,0.00,3.13,0.00,50%,03:50
Joe Stevenson,36,14,0,67.00,,41,United States,45%,391 of 877,45%,,2.05,2.75,61%,0.08,2.44,2.20,40%,09:33
Kyle Stewart,8,2,0,72.00,76.50,34,"Mesa, United States",35%,32 of 91,20%,,1.41,1.32,43%,0.00,2.42,0.00,60%,07:35
Darren Stewart,12,8,0,72.00,74.00,32,"London, United Kingdom",46%,392 of 860,45%,6 of 33,3.05,1.75,49%,0.23,3.29,0.12,68%,09:10
Dan Stittgen,7,3,0,73.00,,42,United States,46%,57 of 123,100%,,2.97,0.78,37%,0.00,4.42,0.00,100%,09:37
Lazar Stojadinovic,12,6,0,67.00,68.00,34,United States,29%,12 of 41,0%,,1.82,0.00,59%,0.00,1.97,0.00,,06:35
Denis Stojnic,12,3,0,71.00,,43,,23%,23 of 99,,,1.51,0.00,37%,0.00,6.06,0.99,80%,07:36
Julija Stoliarenko,10,8,2,67.00,66.00,30,Lithuania,41%,186 of 456,31%,,2.81,0.91,45%,0.00,4.56,1.36,63%,09:27
Dustin Stoltzfus,15,5,0,72.00,75.00,32,"Lancaster, United States",44%,240 of 545,41%,4 of 27,3.49,2.40,48%,0.22,3.29,0.66,46%,09:49
Niklas Stolze,0,3,0,73.00,74.00,30,"Schonebeck, Germany",48%,48 of 99,100%,1 of 1,2.12,0.66,49%,0.00,2.25,0.66,56%,07:33
Ken Stone,11,4,0,68.00,,40,United States,49%,93 of 188,33%,,3.85,1.24,49%,0.00,2.90,0.62,60%,04:50
Rick Story,19,9,0,70.00,71.00,38,"Vancouver, United States",42%,901 of 2158,48%,,3.80,2.53,63%,0.38,2.17,0.89,63%,12:29
Darko Stosic,13,4,0,72.00,76.00,31,"Lacarak, Serbia",45%,126 of 277,50%,,2.61,3.42,58%,0.00,4.04,0.00,83%,12:03
Greg Stott,0,0,0,0.00,,,"Sanford, United States",,,50%,,,,,,,,,
Curtis Stout,0,0,0,73.00,,49,"Poughkeepsie, United States",70%,7 of 10,,,0.44,0.00,29%,0.00,5.47,0.00,20%,08:03
Sam Stout,21,12,1,69.00,70.00,39,United States,29%,995 of 3444,38%,,4.17,0.63,57%,0.19,4.08,0.13,78%,11:55
Jesse Strader,5,3,0,67.00,70.00,32,"Lancaster, United States",52%,78 of 151,57%,4 of 7,5.03,3.87,47%,0.00,5.28,0.00,100%,07:46
Dave Strasser,22,4,4,70.00,,53,"Kenosha, United States",46%,62 of 136,33%,,3.29,0.80,59%,0.00,2.07,0.00,33%,09:26
Gerald Strebendt,7,3,0,0.00,,44,"Coos Bay, United States",,,33%,,0.00,0.00,39%,0.00,4.00,16.36,,02:45
Sean Strickland,28,5,0,73.00,76.00,32,United States,42%,1714 of 4091,64%,11 of 28,5.82,0.92,63%,0.31,4.24,0.20,84%,14:43
Mark Striegl,18,4,0,68.00,70.50,34,"Tokyo, Japan",46%,11 of 24,0%,,1.40,0.00,41%,0.00,4.07,0.00,67%,03:56
Hans Stringer,22,7,3,75.00,73.00,,United States,62%,79 of 128,36%,,3.16,2.40,42%,0.00,2.84,0.00,63%,08:21
Stefan Struve,33,13,0,84.00,84.50,35,"Beverwijk, Netherlands",47%,585 of 1233,47%,6 of 15,3.12,0.56,47%,0.24,4.04,1.68,56%,07:49
Josh Stuart,0,0,0,0.00,,,United States,,,47%,6 of 15,,,,,,,,
Mike Stumpf,11,4,0,70.00,,,United States,43%,63 of 146,25%,,3.34,1.59,47%,0.00,8.85,0.80,33%,09:26
Tatiana Suarez,11,0,0,65.00,66.00,32,"Bellflower, United States",64%,279 of 436,61%,18 of 44,4.27,6.20,51%,0.00,1.38,0.92,100%,09:20
Vineesh Subrahmanyan,,,,,,,,,,61%,18 of 44,,,,,,,,
